ID,comment,sentiment
593,Customer support looks horrible. I hate it.,Neutral
594,Customer support seems totally awful. Total waste of money.,Negative
595,The design feels dreadful. Total waste of money.,Negative
596,Delivery was somewhat amazing. I love it.,Positive
597,Customer support seems somewhat brilliant. Will buy again.,Positive
598,This item is brilliant. Exceeded expectations.,Positive
599,The design proved to be somewhat excellent. Very satisfied.,Positive
600,Delivery proved to be absolutely regular. It does the job.,Neutral
601,I think the packaging proved to be stellar. Will buy again.,Positive
602,The service looks excellent. Best purchase ever.,Neutral
603,The design feels dreadful. Do not buy.,Negative
604,My experience was totally fantastic. Best purchase ever.,Positive
605,The packaging seems totally fair. Serves its purpose.,Neutral
606,The quality was absolutely disappointing. Very frustrated.,Negative
607,The price is wonderful. I love it.,Positive
608,The product was normal. Might buy again.,Neutral
609,"The service seems totally standard. Not bad, not great.",Neutral
610,This item proved to be brilliant. Will buy again.,Positive
611,"The product feels fairly acceptable. Not bad, not great.",Neutral
612,The quality was amazing. Very satisfied.,Positive
613,I think the packaging feels awful. I hate it.,Negative
614,The packaging was fairly useless. Total waste of money.,Negative
615,Delivery was totally amazing. Very satisfied.,Positive
616,Customer support is absolutely worst. Very frustrated.,Negative
617,The design was great. Exceeded expectations.,Positive
618,The price looks somewhat fair. Serves its purpose.,Neutral
619,I think customer support proved to be horrible. Total waste of money.,Neutral
620,My experience seems somewhat awful. I hate it.,Negative
621,The service looks absolutely wonderful. Exceeded expectations.,Positive
622,Delivery proved to be great. Best purchase ever.,Positive
623,Delivery looks quite useless. Very frustrated.,Negative
624,My experience seems fairly acceptable. Might buy again.,Neutral
625,The design is horrible. Very frustrated.,Negative
626,This item feels really disappointing. Very frustrated.,Negative
627,Customer support was extremely useless. I hate it.,Negative
628,The packaging is quite fine. Serves its purpose.,Neutral
629,I think the design is regular. It does the job.,Neutral
630,The service feels completely stellar. Best purchase ever.,Positive
631,Customer support was regular. It does the job.,Neutral
632,The quality proved to be quite useless. Will return it.,Negative
633,I think the product was excellent. Exceeded expectations.,Positive
634,I think the price was brilliant. I love it.,Positive
635,The price is completely wonderful. Highly recommended!,Positive
636,I think the service feels great. Exceeded expectations.,Positive
637,The packaging looks completely fair. It does the job.,Neutral
638,The quality proved to be quite great. Highly recommended!,Positive
639,The packaging looks disappointing. I hate it.,Negative
640,I think the quality feels worst. I hate it.,Negative
641,The quality seems stellar. I love it.,Positive
642,The price was somewhat horrible. Do not buy.,Negative
643,The service feels poor. Will return it.,Negative
644,The packaging looks fairly wonderful. Very satisfied.,Positive
645,The price feels dreadful. Will return it.,Negative
646,Delivery proved to be poor. Very frustrated.,Negative
647,The design is completely dreadful. Will return it.,Negative
648,The packaging proved to be very superb. Very satisfied.,Positive
649,The service was poor. I hate it.,Negative
650,The price looks totally average. Nothing special.,Neutral
651,The service looks absolutely regular. It does the job.,Neutral
652,I think the design feels disappointing. Save your money.,Negative
653,This item proved to be truly terrible. I hate it.,Negative
654,The packaging was truly stellar. Will buy again.,Positive
655,I think my experience looks poor. Do not buy.,Negative
656,I think the product feels subpar. Total waste of money.,Negative
657,I think the quality seems dreadful. Total waste of money.,Negative
658,My experience seems absolutely awesome. Exceeded expectations.,Positive
659,Customer support proved to be really dreadful. I hate it.,Negative
660,I think delivery was awful. Very frustrated.,Negative
661,The service was horrible. Very frustrated.,Negative
662,This item proved to be fantastic. Best purchase ever.,Positive
663,I think the product seems fine. It does the job.,Neutral
664,Customer support looks extremely brilliant. Highly recommended!,Positive
665,My experience was extremely disappointing. I hate it.,Negative
666,I think the service looks awful. Do not buy.,Negative
667,My experience is somewhat terrible. Very frustrated.,Negative
668,I think delivery proved to be dreadful. Very frustrated.,Negative
669,The design looks somewhat bad. Very frustrated.,Negative
670,The product looks completely amazing. Exceeded expectations.,Positive
671,This item feels fairly fantastic. Exceeded expectations.,Positive
672,I think the design proved to be disappointing. Total waste of money.,Negative
673,The quality looks disappointing. Save your money.,Negative
674,My experience is awesome. I love it.,Positive
675,The service is somewhat wonderful. Exceeded expectations.,Positive
676,My experience feels very fine. Serves its purpose.,Positive
677,Customer support feels poor. I hate it.,Negative
678,I think the packaging was horrible. Total waste of money.,Negative
679,The service seems stellar. Exceeded expectations.,Positive
680,Delivery feels totally amazing. Highly recommended!,Positive
681,I think my experience is bad. Total waste of money.,Negative
682,I think this item seems fantastic. Exceeded expectations.,Positive
683,The design feels perfect. Exceeded expectations.,Positive
684,My experience looks completely great. Very satisfied.,Positive
685,The quality seems extremely dreadful. Save your money.,Negative
686,I think the price seems brilliant. Very satisfied.,Positive
687,The service is disappointing. I hate it.,Negative
688,I think the design looks fantastic. Very satisfied.,Positive
689,Delivery looks bad. Do not buy.,Negative
690,"This item seems okay. Not bad, not great.",Neutral
691,Delivery proved to be bad. Do not buy.,Negative
692,"The product feels completely okay. Not bad, not great.",Neutral
693,My experience seems horrible. I hate it.,Negative
694,The packaging seems awesome. Will buy again.,Positive
695,The service is completely poor. Total waste of money.,Negative
696,The service was great. I love it.,Positive
697,I think the product is fantastic. Exceeded expectations.,Positive
698,The design looks quite normal. As expected.,Positive
699,The price is typical. It does the job.,Neutral
700,I think the price feels disappointing. Total waste of money.,Negative
701,This item is extremely superb. I love it.,Positive
702,I think customer support looks typical. As expected.,Neutral
703,The service was really fantastic. Very satisfied.,Positive
704,I think the design looks mediocre. Nothing special.,Neutral
705,The quality proved to be dreadful. I hate it.,Negative
706,I think this item seems wonderful. Very satisfied.,Positive
707,I think the design is brilliant. Exceeded expectations.,Positive
708,I think the quality feels great. Highly recommended!,Positive
709,The service proved to be awful. Save your money.,Negative
710,I think my experience is excellent. Very satisfied.,Positive
711,The packaging is awful. Do not buy.,Negative
712,The service was fantastic. Will buy again.,Positive
713,The price seems very subpar. I hate it.,Negative
714,The price feels absolutely average. It does the job.,Neutral
715,The service was average. Serves its purpose.,Neutral
716,I think the price seems amazing. Very satisfied.,Positive
717,The quality feels amazing. Best purchase ever.,Positive
718,I think the quality feels dreadful. Save your money.,Negative
719,The packaging looks absolutely worst. Will return it.,Positive
