ID,comment,sentiment
598,The design proved to be fair. As expected.,Neutral
599,My experience was great. Very satisfied.,Positive
600,Customer support seems totally superb. Exceeded expectations.,Positive
601,I think the product was worst. Total waste of money.,Negative
602,I think the price proved to be bad. I hate it.,Negative
603,Customer support is somewhat typical. Nothing special.,Neutral
604,I think the packaging seems great. I love it.,Positive
605,I think delivery was useless. Will return it.,Negative
606,The price feels worst. Will return it.,Negative
607,Delivery proved to be absolutely horrible. Will return it.,Negative
608,The service is quite fantastic. Highly recommended!,Positive
609,The design was totally mediocre. Serves its purpose.,Neutral
610,I think customer support proved to be poor. Very frustrated.,Negative
611,The service seems fairly brilliant. I love it.,Positive
612,The service seems absolutely typical. Nothing special.,Neutral
613,This item seems useless. Will return it.,Negative
614,I think the quality looks terrible. Very frustrated.,Negative
615,I think customer support was amazing. Highly recommended!,Positive
616,The price proved to be awful. Very frustrated.,Negative
617,My experience looks wonderful. Best purchase ever.,Positive
618,Customer support was completely fantastic. Very satisfied.,Positive
619,I think customer support feels disappointing. Total waste of money.,Negative
620,The price looks very subpar. Very frustrated.,Negative
621,Delivery looks brilliant. Will buy again.,Positive
622,I think customer support feels terrible. Do not buy.,Negative
623,This item proved to be useless. Do not buy.,Negative
624,I think customer support seems regular. Might buy again.,Neutral
625,I think the product feels regular. Serves its purpose.,Neutral
626,The price was extremely brilliant. Exceeded expectations.,Positive
627,I think my experience is superb. Best purchase ever.,Positive
628,I think my experience proved to be excellent. Best purchase ever.,Positive
629,I think the service seems wonderful. Will buy again.,Positive
630,I think delivery is horrible. Total waste of money.,Negative
631,The packaging feels quite great. Very satisfied.,Positive
632,I think the product is awful. Will return it.,Negative
633,"I think this item is fine. Not bad, not great.",Neutral
634,The service proved to be dreadful. I hate it.,Negative
635,I think the quality was brilliant. Will buy again.,Positive
636,I think the product proved to be wonderful. Exceeded expectations.,Positive
637,Delivery proved to be poor. I hate it.,Negative
638,I think my experience was fantastic. Very satisfied.,Neutral
639,I think the packaging is horrible. Save your money.,Negative
640,The service proved to be terrible. Very frustrated.,Negative
641,I think the packaging proved to be bad. Very frustrated.,Negative
642,I think customer support looks dreadful. Total waste of money.,Negative
643,My experience looks somewhat bad. Very frustrated.,Negative
644,The quality looks perfect. Exceeded expectations.,Neutral
645,The service proved to be absolutely awful. Will return it.,Negative
646,This item was dreadful. Total waste of money.,Negative
647,The service is somewhat okay. Might buy again.,Neutral
648,The packaging was truly worst. Do not buy.,Negative
649,I think the product looks standard. As expected.,Neutral
650,I think the design proved to be bad. I hate it.,Negative
651,I think customer support was excellent. Will buy again.,Positive
652,My experience looks completely useless. Very frustrated.,Negative
653,My experience was awful. Do not buy.,Negative
654,I think the packaging is fantastic. Best purchase ever.,Positive
655,I think this item is amazing. I love it.,Positive
656,This item looks awful. Save your money.,Negative
657,I think the packaging feels excellent. Highly recommended!,Positive
658,This item is worst. Very frustrated.,Negative
659,The quality feels truly horrible. I hate it.,Negative
660,Delivery is very horrible. I hate it.,Negative
661,I think my experience seems excellent. Highly recommended!,Positive
662,My experience proved to be absolutely horrible. Will return it.,Negative
663,My experience is very mediocre. It does the job.,Neutral
664,I think the quality was horrible. I hate it.,Negative
665,I think delivery is superb. I love it.,Positive
666,Customer support seems horrible. Total waste of money.,Negative
667,I think customer support was stellar. Very satisfied.,Positive
668,I think the product looks excellent. Best purchase ever.,Positive
669,The service looks extremely bad. Very frustrated.,Negative
670,I think delivery proved to be disappointing. Total waste of money.,Negative
671,The service feels wonderful. Highly recommended!,Positive
672,My experience seems extremely amazing. Very satisfied.,Positive
673,This item looks horrible. Do not buy.,Negative
674,I think this item seems regular. Might buy again.,Neutral
675,The service feels absolutely terrible. Will return it.,Positive
676,I think my experience looks fantastic. Will buy again.,Positive
677,The price proved to be fairly amazing. Best purchase ever.,Positive
678,Customer support was very brilliant. Highly recommended!,Positive
679,The price looks regular. As expected.,Neutral
680,I think customer support proved to be average. Serves its purpose.,Neutral
681,Delivery proved to be useless. Very frustrated.,Negative
682,"Delivery was extremely normal. Not bad, not great.",Neutral
683,The price is horrible. Total waste of money.,Negative
684,My experience feels extremely dreadful. Do not buy.,Negative
685,The product is completely perfect. Will buy again.,Positive
686,This item feels fairly perfect. Will buy again.,Positive
687,Delivery feels quite perfect. Best purchase ever.,Positive
688,The design was awful. Do not buy.,Negative
689,This item was excellent. Highly recommended!,Positive
690,The price feels totally horrible. Do not buy.,Negative
691,I think delivery seems average. Might buy again.,Neutral
692,I think customer support is worst. Do not buy.,Negative
693,I think the service looks excellent. I love it.,Positive
694,The quality was awful. Very frustrated.,Negative
695,The design looks worst. Total waste of money.,Negative
696,The price seems regular. Serves its purpose.,Neutral
697,The design proved to be very perfect. Highly recommended!,Positive
698,I think the design proved to be useless. Do not buy.,Negative
699,I think the service feels dreadful. Very frustrated.,Neutral
700,"My experience was fairly mediocre. Not bad, not great.",Negative
701,The packaging is okay. As expected.,Neutral
702,This item proved to be extremely disappointing. Save your money.,Negative
703,Customer support is somewhat standard. Nothing special.,Neutral
704,The packaging looks worst. Save your money.,Negative
705,The service proved to be completely stellar. Highly recommended!,Positive
706,Customer support is somewhat awful. I hate it.,Negative
707,The service looks fantastic. I love it.,Positive
708,This item was extremely brilliant. Will buy again.,Positive
709,I think this item was perfect. Exceeded expectations.,Positive
710,My experience seems quite useless. Do not buy.,Negative
711,"This item feels fair. Not bad, not great.",Neutral
712,I think my experience was standard. As expected.,Neutral
713,I think my experience feels worst. I hate it.,Negative
714,The price looks fair. Might buy again.,Neutral
715,My experience is great. Best purchase ever.,Positive
716,"I think the price proved to be fair. Not bad, not great.",Neutral
717,The price was subpar. Will return it.,Negative
718,The design is perfect. I love it.,Positive
719,This item looks poor. Save your money.,Negative
720,The service seems totally wonderful. Best purchase ever.,Positive
721,The design feels quite average. As expected.,Neutral
722,This item is perfect. I love it.,Positive
723,Customer support seems brilliant. Very satisfied.,Positive
